text,verb,explanation,madarian,romen,ro_correct,hanzi,han_correct,page,description,toggle
positif,adj,C'est un fait -,"这是毋庸置疑的事实
",tsen ke’,,真个,,444,,TRUE
positivement,adv,En effet,确实地，实在地；确切地,’kou zé,,果然,,444,,TRUE
positivement,adv,En effet,确实地，实在地；确切地,k‘iah zé,,確然,,444,,TRUE
positivement,adv,En effet,确实地，实在地；确切地,ghèh zéh,,[扌劼]實,,444,,TRUE
positivement,adv,Promettre -,切实承诺,’mé ’k‘eû ’yun ’hiu,,滿口允許,,444,,TRUE
positivement,adv,Promettre -,切实承诺,zah zah zéh zéh ’hiu ke’,,着着實實許个,,444,,TRUE
position,sf,Endroit,位置，方位,di’ faong,,地方,,444,,TRUE
position,sf,Endroit,位置，方位,di’ se’,,地勢,,444,,TRUE
position,sf. Fig.,- sociale,社会地位，身份,di’ wei’,,地位,,444,,TRUE
position,sf. Fig.,- sociale,社会地位，身份,tseh  ven’,,職分,,444,有圈,TRUE
position,sf. Fig.,Se faire une -,,zè’ lih teh zu’,,站立得住,,444,,TRUE
position,sf. Fig.,Se faire une -,,teh zang gnéh,,得常業,,444,,TRUE
possédé,sm,du démon,着魔的人，鬼怪附身的人,wou’ mô ’kiu ke’,,負魔鬼个,,444,,TRUE
posséder,va,,拥有，占有,’yeû ,,有,,444,,TRUE
posséder,va,,拥有，占有,’la ’seû ’li,,拉手裏,,444,,TRUE
posséder,Fig. vr.,Se -,,’yeû ’tsu ’tsang,,有主長,,444,待定 有圈 讀音,TRUE
posséder,Fig. vr.,Se -,,ze’ ka tsou’ teh ’k‘i ’tsu,,自家做得起主,,444,,TRUE
posséder,Fig. vr.,Ne plus se -,,ze’ ka tsou’ véh ’k‘i ’tsu,,自家做勿起主,,444,,TRUE
possible,adj,Pouvant être,可能的，可能存在的，可能发生的，可能做到的,neng ’yeû ke’,,能有个,,444,,TRUE
possible,adj,Pouvant être,可能的，可能存在的，可能发生的，可能做到的,’k‘o i’ ’yeû ke’,’k‘o ’i ’yeû ke’,可以有个,,444,,TRUE
possible,adj,Pouvant se faire,可能的，可能存在的，可能发生的，可能做到的,’h‘ao tsou’,,好做,,444,,TRUE
possible,adj,Pouvant se faire,可能的，可能存在的，可能发生的，可能做到的,tsou’ teh lai ke’,,做得來个,,444,,TRUE
possible,adj,Serait-il - de...?,有可能吗？,neng keû’ ’va? ,,能够否？,,444,,TRUE
possible,adj,Serait-il - de...?,有可能吗？,’se teh ’se véh teh,,使得使勿得,,444,,TRUE
possible,adj,Faire tout son -,竭力，尽力，尽一切可能,zin’ liang’ tsou’,,盡量做,,444,待定,TRUE
possible,adj,Je ferai mon -,我尽可能，尽力,’ngou yao’ tsou’ tsao’ ’ngou neng keû’ tsou’ ke’,,我要做照我能彀做个,,444,,TRUE
possible,adj,Le plus lentement -,尽可能慢,mè’ véh kou’,,慢勿過,,444,,TRUE
possible,adj,Le plus lentement -,尽可能慢,mè’ tao’ véh neng tsai’ mè’ ’tsé,,慢到勿能再慢者,,444,,TRUE
poste,sm,Endroit,,di’ faong,,地方,,444,,TRUE
poste,sm,Charge,职位，工作岗位,’pen ven’,,本分,,444,有圈,TRUE
poste,sm,Pas encore à son -,还没有上任,véh zeng zaong’ (tao’) zen’,,勿曾上（到）任,,444,,TRUE
poste,sm,- militaire,岗哨，哨所,yeng sin’,,營汛,,444,,TRUE
poste,sm,Passage gardé,关卡,ka’ baong,’k‘a baong,卡防,,444,,TRUE
poste,sf,chinoise,邮政，邮政部门,sin’ ghiôh,,信局,,444,,TRUE
poste,sf,La - impériale,帝国邮政局,yeû tseng’ ghioh,yeû tseng’ ghiôh,郵政局,,444,,TRUE
poster,va,des soldats,布置，设置（岗哨等）,p‘a’ ping,,派兵,,444,,TRUE
poster,va,des soldats,布置，设置（岗哨等）,tsèh yeng,,扎營,,444,,TRUE
postérieur,adj,,以后的，后来的,heû’ ’ti deû,,後底頭,,444,,TRUE
postérieur,adj,,以后的，后来的,heû’ lai ke’,,後來个,,444,,TRUE
postérité,sf,,子孙，后裔,heû’ ze’,,後嗣,,444,,TRUE
postérité,sf,,子孙，后裔,’tse sen,,子孫,,444,,TRUE
postérité,sf,,子孙，后裔,heû’ dai’,,後代,,444,,TRUE
postérité,sf,N'avoir pas de -,没有后代，绝嗣,wou né wou ’gnu,,無男無女,嘸男嘸女,444,,TRUE
postérité,sf,N'avoir pas de -,没有后代，绝嗣,heû’ dai’ ziéh ’tsé,,後代絶者,,444,,TRUE
postérité,sf,La -,后世，后代,heû’ lai gnen,,後來人,,444,,TRUE
postérité,sf,La -,后世，后代,’hao dai’ ke’ gnen,,下代个人,,444,,TRUE
posthume,adj,(Enfant),遗腹的,yi foh ’tse,,遺腹子,,444,,TRUE
postiche,adj,,假的；假冒的；佯装的,’ka,,假,,444,,TRUE
postiche,adj,Barbe -,假须,’ka wou ’tse,,假鬍子,,444,,TRUE
post-scriptum,sm,,又及，附言,tsu’ ghieh,tsu’ ghiéh,贅及,,444,,TRUE
post-scriptum,sm,,又及，附言,tsu’ pieh,,贅筆,,444,,TRUE
postulant,sm,,要求进修院者，要求入修会者,ghieû tsin’ wei’ ke’,,求進會个,,444,,TRUE
postulant,sm,Billet de - à une confrérie,社团报名单,pao’ ming tè,,報名單,,444,,TRUE
pot,sm,,罐，壶，钵，坛,wou,,壺,,444,,TRUE
pot,sm,,罐，壶，钵，坛,koé’ deû,,罐頭,,444,,TRUE
pot,sm,Jarre,坛，瓮，甏,kaong,,缸,,444,,TRUE
pot,sm,Jarre pour le vin,酒坛,’tsieû dè (bang’) ,,酒罈（甏）,酒壇（甏）,445,,TRUE
pot,sm,La fortune du -,家常便饭，便饭,ka zang bié’ vè’,,家常便飯,,445,,TRUE
pot,sm,- de chambre,便壶,ya’ wou,,夜壺,,445,,TRUE
pot,sm,- de chambre,便壶,bié’ wou,,便壺,,445,,TRUE
pot,sm,Payer les -s cassés,,ghié moh sao,,揵木梢,,445,,TRUE
pot-de-vin,sm,,酬金；贿赂,foei’ lou’,,賄賂,,445,,TRUE
pot-de-vin,sm,,酬金；贿赂,heû’ ’seû,,後手,,445,,TRUE
pot-de-vin,sm,,酬金；贿赂,yen pao’,,陰報,,445,,TRUE
potable,adj,Buvable,可饮的,k‘ieh (héh) teh ke’,k‘ieh (h‘éh) teh ke’,吃（喝）得个,,445,,TRUE
potage,sm,,汤,t‘aong,,湯,,445,,TRUE
potage,sm,- gras,荤汤，肉汤,gnôh t‘aong,,肉湯,,445,,TRUE
potager,adj,Jardin -,菜园；菜圃,ts‘ai’ di’,,菜地,,445,菜的中点和竖笔连 “艹釆”,TRUE
potager,adj,Jardin -,菜园；菜圃,ts‘ai’ yeu,,菜園,,445,,TRUE
potasse,sf,,钾碱；钾肥,’kè,,碱,,445,,TRUE
potasse,sf,,钾碱；钾肥,’kè souo,,碱砂,,445,,TRUE
poteau,sm,,杆，柱，桩,’zu deû,,柱頭,,445,,TRUE
poteau,sm,,杆，柱，桩,moh tsaong,,木樁,,445,,TRUE
poteau,sm,- de télégraphe ,电线杆,dié’ sié’ ’keu,,電綫杆,,445,,TRUE
potée,sf,,一罐、一壶之量,ih kaong,,一缸,,445,,TRUE
potée,sf,,一罐、一壶之量,’mé bang’,,滿甏,,445,,TRUE
potée,sf,Une - de vin,一壶酒,ih wou ’tsieû,,一壺酒,,445,,TRUE
potelé,adj,,丰满的，圆滚滚的，胖乎乎的,tsaong’ lai gnôh ’kou ’kou,,壯來肉鼓鼓,,445,,TRUE
potelé,adj,,丰满的，圆滚滚的，胖乎乎的,’siao p‘aong’ ’tse,,小胖子,,445,,TRUE
poterie,sf,,陶器,’ngao k‘i’,,瓦器,,445,,TRUE
poterie,sf,,陶器,’ngao ben,,瓦盆,,445,,TRUE
poterie,sf,,陶器,yao fou’,,窑貨,,445,,TRUE
potier,sm,,陶器制造者，陶器商,tsou’ kaong bang’ ke’,,做缸甏个,,445,,TRUE
potier,sm,,陶器制造者，陶器商,sao ’ngao k‘i’ ke’,,燒瓦器个,,445,,TRUE
potion,sf,,药水，合剂,yah ’se,,藥水,,445,,TRUE
potion,sf,Prendre une -,服一剂药,k‘ieh ih woh yah,,吃一服藥,,445,,TRUE
potion,sf,Prendre une -,服一剂药,k‘ieh ih ke’ t‘aong deû,,吃一个湯頭,,445,,TRUE
potiron,sm,,笋瓜；南瓜,tong kouo,,冬瓜,,445,,TRUE
pou,sm,,虱子,séh,,虱,,445,,TRUE
pou,sm,,虱子,bah séh,,白虱,,445,,TRUE
pou,sm,Œufs de -,虱子卵,ki séh ’tse,,蟣虱子,,445,待定,TRUE
pouah!,interj,,啊；唷,p‘ei !,,呸,,445,,TRUE
pouce,sm,de la main,拇指,dou’ tsih deû,,大指頭,大節頭,445,,TRUE
pouce,sm,de la main,拇指,’mou ’tse,,拇指,,445,,TRUE
pouce,sm,- du pied,拇趾,dou’ kiah tsih deû,,大脚指頭,大脚節頭,445,,TRUE
pouce,sm,= 0ᵐ 0358,法寸,ih ts‘en’,,一寸,,445,,TRUE
poudre,sf,,灰尘，尘埃,hoei,h‘oei,灰,,445,,TRUE
poudre,sf,,灰尘，尘埃,zen,,塵,,445,,TRUE
poudre,sf,,灰尘，尘埃,souo,,沙,,445,,TRUE
poudre,sf,- à canon,大炮弹药，火药,’h‘ou (p‘ao’) yah,,火（炮）藥,,445,,TRUE
poudre,sf,- de fusil,枪火药,ts‘iang yah,,槍藥,,445,,TRUE
poudre,sf,Remède en -,药粉,yah ’fen,,藥粉,,445,,TRUE
poudre,sf,Remède en -,药粉,méh yah,,末藥,,445,,TRUE
poudre,sf,- de diamant,金刚石粉末,kien kaong souo,,金鋼沙,,445,,TRUE
poudreux,adj,,灰尘的，满是灰尘的,bong zeng tou,,塳塵多,,445,,TRUE
poudrière,sf,,火药库,’h‘ou yah ghiôh,,火藥局,,445,,TRUE
poulailler,sm,,鸡棚，鸡窝，鸡舍,ki bang,,鷄棚,,445,,TRUE
poulailler,sm,,鸡棚，鸡窝，鸡舍,ki k‘ou,,鷄窩,鷄窠,445,,TRUE
poulain,sm,,小马，马驹,’siao ’mô,,小馬,,445,,TRUE
poule,sf,,母鸡；雌鸡,ki [ih tsah],,鷄[一隻],,445,,TRUE
poule,sf,,母鸡；雌鸡,ts‘e ki,,雌鷄,,445,,TRUE
poule,sf,- d'eau,秧鸡,’se ki,,水鷄,,445,,TRUE
poule,sf,Avoir la chair de -,起鸡皮疙瘩,gnôh mô,,肉麻,,445,待定 原文病字頭,TRUE
poule,sf,Avoir la chair de -,起鸡皮疙瘩,ki gnôh pè ’tse ih ’lin,,鷄肉癍子一凛,,445,原作“鷄肉㿀子一凛”,TRUE
poulet,sm,,小鸡，鸡雏；童子鸡,’siao ki,,小鷄,,445,,TRUE
poulie,sf,,滑车，滑轮，(皮)带轮,wou lôh,,葫轆,,445,,TRUE
poulie,sf,,滑车，滑轮，(皮)带轮,’lieû deû,,綹頭,,445,,TRUE
pouliner,vn,,产驹,loh ’siao ’mô,,落小馬,,445,,TRUE
pouls,sm,,脉搏，脉,mah sieh,,脉息,,446,,TRUE
pouls,sm,- régulier,规则脉,mah sieh t‘iao’ lai yun ’zing,,脉息跳來匀靖,,446,,TRUE
pouls,sm,- rapide,跳动很快的脉搏；脉紧,mah sieh ’kien kiéh,,脉息緊急,,446,,TRUE
pouls,sm,- lent,缓慢的脉搏,mah sieh mé’,,脉息慢,,446,,TRUE
pouls,sm,Tâter le -,诊脉,’pouo mah,,把脉,,446,,TRUE
pouls,sm,Tâter le -,诊脉,’tsen mah,,診脉,,446,,TRUE
poumon,sm,,肺,fi’,,肺,,446,,TRUE
poumon,sm,- affecté,,saong ze’ fi’ ’tsé,,傷是肺者,,446,,TRUE
poumon,sm,- affecté,,fi’ yong,,肺癰,,446,,TRUE
poupe,sf,,船尾,zé sao,,船稍,船梢,446,,TRUE
poupe,sf,,船尾,zé ’gni pouo,,船尾巴,,446,,TRUE
poupée,sf,en terre,泥娃娃,gni ’neu,,泥囝,,446,,TRUE
poupée,sf,- en pâte,面人,’fen gnen,,粉人,,446,,TRUE
poupon,sm,,婴儿,’siao ’pao²,’siao ’pao ’pao,小寶寳,,446,,TRUE
poupon,sm,,婴儿,’na h‘ai ke’ ’siao ’neu,,奶胠个小囝,？,446,待定,TRUE
pour,prép,En faveur de,为了,wei’,,爲,,446,有圈;faveurde,TRUE
pour,prép,Achetez - moi,给我买,wei’ ’ngou ’ma,,爲我買,,446,有圈,TRUE
pour,prép,À la place de,代替,t‘i’ ,,替,,446,,TRUE
pour,prép,À la place de,代替,dai’ t‘i’,,代替,,446,,TRUE
pour,prép,J'irai - vous,我代替你去,’ngou t‘i’ nong’ k‘i’,,我替儂去,,446,,TRUE
pour,prép,Du parti de : chacun est - celui qui l'emploie,,"k‘ieh biéh gnen ’wé pé’ , yeû biéh gnen ’se hoé’","k‘ieh biéh gnen ’wé pé’ , yeû biéh gnen ’se h‘oé’",吃别人碗半，由别人使唤,,446,,TRUE
pour,prép,En guise de,作为,taong’,,當,,446,,TRUE
pour,prép,Àcause de,因为,yen wei’,,因爲,,446,有圈,TRUE
pour,sm,Soutenir le - et le contre,,i neng keû’ wo’ ’h‘ao wo’ k‘ieû,,伊能彀話好話恘,,446,,TRUE
pour,sm,- lors. l. adv.,当时，在这种情况下，这样,taong ze,,當時,,446,,TRUE
pourboire,sm,,赏钱，小费，酒钱,zouo (’tsieû) dié,,茶（酒）錢,,446,,TRUE
pourboire,sm,,赏钱，小费，酒钱,’saong ’k‘oé,,賞款,,446,,TRUE
pourceau,sm,,猪，公猪,tse lou [ih tsah],,猪獹[一隻],,446,,TRUE
pourparler,sm,En -,会谈，谈判，磋商,saong liang,,商量,,446,,TRUE
pourpier,sm,,马齿苋,’mô ’ts‘e hié’ [ih k‘ou],,馬齒莧[一棵],,446,,TRUE
pourpre,adj. sf.,,大红；绯红,’tse hong,,紫紅,,446,,TRUE
pour quoi,conj. adv.,- ?,为什么？,wei’ ’ts‘e,,爲此,,446,有圈 ,TRUE
pour quoi,conj. adv.,- ?,为什么？,sa’ ’lao?,,啥咾？,,446,,TRUE
pour quoi,conj. adv.,- ?,为什么？,wei’ sa’?,,爲啥,,446,有圈,TRUE
pour quoi,conj. adv.,- pas?,为什么不呢？,wou faong?,,何妨？,,446,,TRUE
pour quoi,conj. adv.,- pas?,为什么不呢？,ngai’ sa’ ’va?,,碍啥否,,446,,TRUE
pour quoi,conj. adv.,- agir ainsi?,为什么要这么做？,sa’ yeu kou’ ze’ ka’ neng?,,啥緣故是介能,,446,,TRUE
pour quoi,conj. adv.,Je ne sais pas -,我不知道为什么,véh ’hiao teh sa’ yeu kou’,,勿曉得啥緣故,,446,,TRUE
pour quoi,sm,Le -,原因,yeu kou’,,緣故,,446,,TRUE
pour quoi,sm,C'est -,这就是为什么…；因此…,’sou ’i yeu kou’,,所以緣故,,446,,TRUE
pour quoi,sm,C'est -,这就是为什么…；因此…,wei’ ’ts‘e yeu kou’,,爲此緣故,,446,,TRUE
pour quoi,sm,C'est -,这就是为什么…；因此…,yen ’ts‘e,,因此,,446,,TRUE
pourri,adj,,腐烂的；腐败的；腐朽的,lè’ ’tsé,,爛者,,446,,TRUE
pourrir,vn,,腐烂；腐败；腐朽,’hieû lè’,,朽爛,,446,,TRUE
pourrir,vn,,腐烂；腐败；腐朽,lè’ wa’,,爛壞,,446,,TRUE
poursuivre,va,,追，追逐，追赶；追捕,’keu,,趕,,446,,TRUE
poursuivre,va,,追，追逐，追赶；追捕,tsu,,追,,446,,TRUE
poursuivre,va,,追，追逐，追赶；追捕,tsu ’keu,,追趕,,446,,TRUE
poursuivre,va,- sans atteindre,追不上,’keu véh zaong’ (tao’),,趕勿上（到）,,446,,TRUE
poursuivre,va,- sans atteindre,追不上,tsu véh zah,,追勿着,,446,,TRUE
poursuivre,va,Continuer,继续,tsih lié,,接連,,446,,TRUE
poursuivre,va,Poursuivez!,继续下去！,lié ’hao k‘i’,,連下去,,446,,TRUE
poursuivre,va,- en justice,起诉，诉究,kao’ zaong’,,告狀,,446,,TRUE
poursuivre,va,- en justice,起诉，诉究,kieû’ bè’ ,,究辦,,446,,TRUE
pourtant,adv,,然而，无论如何，可是,tao’ ’ti,,到底,,446,,TRUE
pourtant,adv,,然而，无论如何，可是,zé eul,,然而,,446,,TRUE
pourtant,adv,,然而，无论如何，可是,tè’ ze’,dè’ ze’,但是,,446,,TRUE
pourtour,sm,,周围，四周,se’ mié’,,四面,,446,,TRUE
pourtour,sm,,周围，四周,se’ tseû wei,,四周圍,,446,,TRUE
pourvoir,va,de qqch,供应，供给,kong’ kiéh,kong kiéh,供給,,447,,TRUE
pourvoir,va,de qqch,供应，供给,péh ’la,,撥拉,,447,,TRUE
pourvoir,va,- qqn d'une charge,予某人一职,fong koé,,封官,,447,,TRUE
pourvoir,va,Se - de,备有,bè’,,辦,,447,,TRUE
pourvoir,va,Se - de,备有,’ma,,買,,447,,TRUE
pourvoyeur,sm,,供应者，供给者,’ma bè’,,買辦,,447,,TRUE
pourvu que,,À condition que,只要,tséh yao’,,只要,,447,,TRUE
pourvu que,,Plaise à Dieu!,但愿,pouo véh teh,,巴勿得,,447,,TRUE
pourvu que,,Plaise à Dieu!,但愿,maong’ i,,望伊,,447,,TRUE
poussah,sm,,瓷人，人象,bou sèh,,菩薩,,447,magot,TRUE
pousse,sf,,芽，苗，嫩枝,nga,,芽,,447,,TRUE
pousse,sf,,芽，苗，嫩枝,yang,,秧,,447,,TRUE
pousse,sf,,芽，苗，嫩枝,’siao zu’,,小樹,,447,,TRUE
pousse,sf,,芽，苗，嫩枝,’siao o tse,,小椏枝,,447,,TRUE
pousse,sf,- de haricots,豆芽,deû’ nga,,豆芽,,447,,TRUE
pousser,va,,推；推动；推进,t‘ei,,推,,447,,TRUE
pousser,va,,推；推动；推进,ts‘ai,ts‘è,攙,,447,,TRUE
pousser,va,- une affaire,促进一件事情,ts‘u,,摧,,447,,TRUE
pousser,va,- qqn aux charges,,’pao ’kiu,,保舉,,447,,TRUE
pousser,va,- qqn aux charges,,tsié’ ’kiu,,薦舉,,447,,TRUE
pousser,va,- qqn aux charges,,di béh,di bèh,提拔,,447,,TRUE
pousser,va,- qqn au mal,引诱某人干坏事,’yen yeû’,,引誘,,447,,TRUE
pousser,va,- qqn au mal,引诱某人干坏事,keû ’yen,,勾引,,447,,TRUE
pousser,va,- des bourgeons,发芽,fèh (ts‘éh) nga,,發（出）芽,,447,,TRUE
pousser,va,- des bourgeons,发芽,pao’ ts‘éh nga lai,,報出芽來,爆出芽來,447,,TRUE
pousser,va,- des feuilles,抽出新叶,’tsang yéh ’tse,,長葉子,,447,有圈,TRUE
pousser,vn,Croître [Plantes],（植物）生长，长出,’tsang (dou’) ’k‘i lai,,長（大）起來,,447,有圈,TRUE
pousser,vn,[Cheveux],（头发）生长,zang ’k‘i lai,,長起來,,447,无圈，注意音不同,TRUE
pousser,vn,Il m'est poussé un vilain clou,我生了一个疖子,sang tse ih ke’ dôh ts‘aong,,生之一個毒瘡,,447,,TRUE
poussière,sf,,灰尘，尘土，尘埃,bong (hoei) zen,bong (h‘oei) zen,塳（灰）塵,,447,,TRUE
poussière,sf,,灰尘，尘土，尘埃,souo hoei,souo h‘oei,沙灰,,447,,TRUE
poussière,sf,Le corps retourne en -,肉身归于尘土,gnôh sen yao’ pié’ hoei,gnôh sen yao’ pié’ h‘oei,肉身要變灰,,447,,TRUE
poussière,sf,- de thé,茶叶末,zouo yéh méh ’tse,,茶葉末子,,447,,TRUE
poussiéreux,adj,,满是灰尘的，积满尘土的,bong zen tou,,塳塵多,,447,,TRUE
poussif,adj,,气急的，喘气困难的,h‘eû,,吼,,447,待定,TRUE
poussif,adj,Ce cheval est -,这匹马患有喘息症,di’ p‘ieh ’mô ’yeû k‘éh seû’ bing’,,第匹馬有咳嗽病,,447,,TRUE
poussin,sm,,小鸡,siao ki,,小鷄,,447,,TRUE
poutre,sf,,梁,liang,,梁,,447,,TRUE
poutre,sf,,梁,koh sah,,格栅,擱栅,447,待定,TRUE
poutre,sf,Une -,梁,ih ken ka’ liang,,一根架梁,,447,,TRUE
pouvoir,sm,Puissance,能力，力量,neng lih,,能力,,447,,TRUE
pouvoir,sm,Puissance,能力，力量,lih liang,,力量,,447,,TRUE
pouvoir,sm,Autorité,威信，权威，影响,ghieu neng,,權能,,447,,TRUE
pouvoir,sm,Autorité,威信，权威，影响,ghieu ping’,,權柄,,447,,TRUE
pouvoir,sm,Autorité,威信，权威，影响,kiah lih,,脚力,,447,,TRUE
pouvoir,sm,Autorité,威信，权威，影响,se’ mah,,勢脉,,447,,TRUE
pouvoir,sm,Autorité,威信，权威，影响,seng se’,,聲勢,,447,,TRUE
pouvoir,sm,-s du prêtre (C.),,hang seng’ ze’ ke’ ghieu ping’,,行聖事个權柄,,447,,TRUE
pouvoir,vn,,能，能够，会,neng,,能,,447,,TRUE
pouvoir,vn,,能，能够，会,neng keû’,,能够,,447,,TRUE
pouvoir,vn,- (capacité acquise),能，能够，会(习得的能力),wei’,,會,,447,,TRUE
pouvoir,vn,- (capacité acquise),能，能够，会(习得的能力),’hiao teh,,曉得,,447,,TRUE
pouvoir,vn,Peut-il parler mandarin ? ,会说官话吗？,wo’ koé wo’ wei’ ’va?,,話官話會否,,447,格式,TRUE
pouvoir,vn,Non,不会,véh wei’,,勿會,,447,,TRUE
pouvoir,vn,"- (faculté, moyen)",可以(权利；能力，本领),’h‘ao,,好,,447,,TRUE
pouvoir,vn,"- (faculté, moyen)",可以(权利；能力，本领),neng,,能,,447,,TRUE
pouvoir,vn,"- (faculté, moyen)",可以(权利；能力，本领),neng keû’,,能彀,,447,,TRUE
pouvoir,vn,Je n'y puis rien,我对此无能为力,’ngou m sa’ fèh ’tse,,我無啥法子,我嘸啥法子,447,,TRUE
pouvoir,vn,Peut-on monter?,能上去吗？,’h‘ao zaong’ k‘i’ ’va?,,好上去否,,447,,TRUE
pouvoir,vn,",, ,, suivre cette route?",能照这条路走吗？,’h‘ao ’tseû ’va?,,好走否,,447,,TRUE
pouvoir,vn,- (possibilité),可能；大概,teh ke’,,得个,,447,,TRUE
pouvoir,vn,- (possibilité),可能；大概,lai teh,,來得,,447,,TRUE
pouvoir,vn,- (possibilité),可能；大概,’k‘o ’i,,可以,,447,,TRUE
pouvoir,vn,Cela peut se dire,可以这么说,wo’ teh ke’,,話得个,,448,,TRUE
pouvoir,vn,Cela peut se dire,可以这么说,neng keû’ wo’,,能够話,,448,,TRUE
pouvoir,vn,",, ,, ,, supporter",受得了,’zeû teh ke’,,受得个,,448,,TRUE
pouvoir,vn,",, ,, ,, faire",能做成,tsou’ teh lai,,做得來,,448,,TRUE
pouvoir,vn,",, ,, ,, faire",能做成,neng keû’ tsou’,,能彀做,,448,,TRUE
pouvoir,vn,",, ,, ,, faire",能做成,tsoh hieng,tsoh hieng’,作興,,448,,TRUE
pouvoir,vn,Je ne peux pas y aller,我不能去,’ngou véh neng keu’ k‘i’,’ngou véh neng keû’ k‘i’,我勿能幹去,我勿能够去,448,待定 特殊,TRUE
pouvoir,vn,",, ,, ,, ,, ne pas ,, ,,",我不能不去,véh teh véh k‘i’,,勿得勿去,,448,,TRUE
pouvoir,vn,- atteindre,能达到，能够到,’keu teh zaong’,,趕得上,,448,,TRUE
pouvoir,vn,Ne - atteindre,达不到，够不到,’keu véh zaong’ (tao’),,趕勿上（到）,,448,,TRUE
pouvoir,vn,Ne - dormir,睡不着,k‘oen’ véh k‘i’ (zah),,睏勿去（着）,,448,,TRUE
pouvoir,vn,Ne - passer,不能通行,véh neng keû’ kou’ k‘i’,,勿能够過去,,448,,TRUE
pouvoir,vn,Ne - passer,不能通行,kou’ véh kou’ k‘i’,,過勿過去,,448,,TRUE
pouvoir,vn,Ne - marcher,不能走,’tseû véh dong’,,走勿動,,448,,TRUE
pouvoir,vn,Ne - marcher,不能走,véh neng keû’ ’tseû,,勿能彀走,,448,,TRUE
pouvoir,vn,Ne - mouvoir,不能行动,dong’ véh dong’,,動勿動,,448,,TRUE
pouvoir,vn,Ne - travailler,不能工作,tsou’ véh dong’,,做勿動,,448,,TRUE
pouvoir,vn,Ne - terminer,无法完成,’mé kong véh ghiéh,,滿工勿及,,448,,TRUE
pouvoir,vn,Ne - terminer,无法完成,véh teh zeng kong,,勿得成工,,448,,TRUE
pouvoir,vn,Ne - venir à bout de ...,应接不暇,lai véh ghiéh,,來勿及,,448,,TRUE
pouvoir,vn,Ne - délier,无法解开,’ka véh k‘ai,,解勿開,,448,,TRUE
pouvoir,vn,Ne - trouver,无法找到,zin véh zah,,尋勿着,,448,,TRUE
pouvoir,vn,Ne - arrêter qqn,无法叫住、捉住某人,’la véh zu’ i,,拉勿住伊,,448,,TRUE
pouvoir,vn,Ne - arrêter qqn,无法叫住、捉住某人,tsoh véh zah,,捉勿着,,448,,TRUE
pouvoir,vn,Ne - entendre,无法听到,t‘ing véh ts‘éh,,聽勿出,,448,,TRUE
pouvoir,vn,Ne - dire le nom de ...,不能叫出名字,kiao’ véh ts‘éh,,叫勿出,,448,,TRUE
pouvoir,vn,Ne - parler,说不出,wo’ véh lai,,話勿來,,448,,TRUE
pouvoir,vn,Ne - déposer,无法放下,faong’ véh loh,,放勿落,,448,,TRUE
pouvoir,vn,Ne - manger,不能吃东西,k‘ieh véh loh,,吃勿落,,448,,TRUE
pouvoir,vn,Ne - manger,不能吃东西,véh neng k‘ieh vè’,,勿能吃飯,,448,,TRUE
pouvoir,vn,Ne - nourrir,养不起,’yang véh ’k‘i,,養勿起,,448,,TRUE
pouvoir,vn,Ne - soulever,抬不动,nao véh ’k‘i lai,,拿勿起來,,448,,TRUE
pouvoir,vn,Ne - soulever,抬不动,nao véh dong’,,拿勿動,,448,,TRUE
prairie,sf,,牧场，牧地；草地，草原,’ts‘ao di’,,草地,,448,,TRUE
praticable,adj,[Chose],可实行的（事）,tsou’ teh ke’,,做得个,,448,,TRUE
praticable,adj,[Chose],可实行的（事）,’k‘o ’i tsou’ ke’,,可以做个,,448,,TRUE
praticable,adj,[Moyen] -,可实行的（办法）,yong’ teh ke’,,用得个,,448,,TRUE
praticable,adj,[Route] -,可通行的,’tseû teh ke’,,走得个,,448,,TRUE
praticable,adj,[Route] -,可通行的,’h‘ao ’tseû ke’,,好走个,,448,,TRUE
praticien,sm,,业内人士，实际从业者,’lao ’pouo ’seû,,老把手,,448,,TRUE
praticien,sm,,业内人士，实际从业者,zôh ’seû,,熟手,,448,,TRUE
praticien,sm,,业内人士，实际从业者,nei’ hang,nei’ haong,内行,,448,,TRUE
pratique,sf. adj.,,实施，实行,tsou’ zah,,做着,,448,原注有“cf. Praticable.”,TRUE
pratique,sf. adj.,"Cela paraît facile, mais la - ne l'est pas",这似乎很容易，但实行起来并非如此,"k‘eu’ ze’ yong i’,tsou’ ze’ nè",,看是容易，做是難,,448,,TRUE
pratique,sf. adj.,Chaland,主顾，顾客,’tsu k‘ah,,主客,,448,,TRUE
pratique,sf. adj.,Chaland,主顾，顾客,’tsu kou’,,主顧,,448,,TRUE
pratique,sf. adj.,Avoir des -s,有主顾,’tsu k‘ah tou,,主客多,,448,,TRUE
pratiquement,adv,En pratique,实践上，实际上；实用上,tsou’ ’k‘i lai,,做起來,,448,,TRUE
pratiquement,adv,En pratique,实践上，实际上；实用上,hang fèh,haong fèh,行法,,448,,TRUE
pratiquement,adv,En pratique,实践上，实际上；实用上,ghi zéh,,其實,,449,,TRUE
pratiquer,va,,实行，实施，实践,tsou’,,做,,449,,TRUE
pratiquer,va,,实行，实施，实践,zih lié’,,習練,,449,,TRUE
pratiquer,va,,实行，实施，实践,hoh zih,,學習,,449,,TRUE
