vocabulary,originalEntry,explanation,example,pinYin,location,place,source,toggle,whichCounty,whichTown
百脚网(百腳網),百腳網,当地的一种捕河虾的工具。（當地的一種捕河蝦的工具。）,[暂无],拼音暂无(IPA暂无),商榻片,青浦·商榻,雪米村民俗志,TRUE,qingpu,qingpu_shangta
百密一疏(百密一疏),百密一疏,"对某事自认为安排得十分妥帖,但还是有被忽略的地方。（對某事自認爲安排得十分妥帖,但還是有被忽略的地方。）",[暂无],拼音暂无(IPA暂无),商榻片,青浦·商榻,雪米村民俗志,TRUE,qingpu,qingpu_shangta
百事通(百事通),百事通,对任何事情都能知道个大概意思的人。（對任何事情都能知道個大概意思的人。）,[暂无],拼音暂无(IPA暂无),商榻片,青浦·商榻,雪米村民俗志,TRUE,qingpu,qingpu_shangta
百泰平安(百泰平安),百泰平安,某件事整理得舒舒服服、顺顺利利的意思。（某件事整理得舒舒服服、順順利利的意思。）,[暂无],拼音暂无(IPA暂无),商榻片,青浦·商榻,雪米村民俗志,TRUE,qingpu,qingpu_shangta
百无禁忌(百無禁忌),百無禁忌,一些不相信迷信，甚至对于风俗习惯也不屑一顾的人经常挂在嘴边的话。（一些不相信迷信，甚至對於風俗習慣也不屑一顧的人經常掛在嘴邊的話。）,[暂无],拼音暂无(IPA暂无),商榻片,青浦·商榻,雪米村民俗志,TRUE,qingpu,qingpu_shangta
百爪搔心(百爪搔心),百爪搔心,形容人的心里很乱。（形容人的心裏很亂。）,[暂无],拼音暂无(IPA暂无),商榻片,青浦·商榻,雪米村民俗志,TRUE,qingpu,qingpu_shangta
扳差头(扳差頭),扳茬頭,对于别人在处理某事时有失公允的行为据理力争。（對於別人在處理某事時有失公允的行爲據理力爭。）,[暂无],拼音暂无(IPA暂无),商榻片,青浦·商榻,雪米村民俗志,TRUE,qingpu,qingpu_shangta
扳醋缸(扳醋缸),扳醋缸,对于丈夫或妻子怀疑其与他（她）人有不正当关系的某些行为或语言的一种隐语。（對於丈夫或妻子懷疑其與他（她）人有不正當關係的某些行爲或語言的一種隱語。）,[暂无],拼音暂无(IPA暂无),商榻片,青浦·商榻,雪米村民俗志,TRUE,qingpu,qingpu_shangta
扳极理性(扳極理性),扳極理性,强词夺理的另一种说法。（強詞奪理的另一種說法。）,[暂无],拼音暂无(IPA暂无),商榻片,青浦·商榻,雪米村民俗志,TRUE,qingpu,qingpu_shangta
扳门槛大阿哥(扳門檻大阿哥),扳門檻大阿哥,"当地人对于那些出门在外时装灰孙子、一副懦弱相,而在家乡的地盘上却又经常欺负他人的人的一种讥称。（當地人對於那些出門在外時裝灰孫子、一副懦弱相,而在家鄉的地盤上卻又經常欺負他人的人的一種譏稱。）",[暂无],拼音暂无(IPA暂无),商榻片,青浦·商榻,雪米村民俗志,TRUE,qingpu,qingpu_shangta
扳斜丝(扳斜絲),扳斜絲,抓住他人的某些弱点后穷追不舍。斜丝、竹、木之类的物体上的纹理。当地有“象牙筷上扳斜丝”之句，意思是在十分完美的物体上找茬。此句常指那些十分挑剔的人的行为。（抓住他人的某些弱點後窮追不捨。斜絲、竹、木之類的物體上的紋理。當地有“象牙筷上扳斜絲”之句，意思是在十分完美的物體上找茬。此句常指那些十分挑剔的人的行爲。）,[暂无],拼音暂无(IPA暂无),商榻片,青浦·商榻,雪米村民俗志,TRUE,qingpu,qingpu_shangta
搬货(搬貨),搬貨,当地人在砖厂搬运砖瓦的俗称。（當地人在磚廠搬運磚瓦的俗稱。）,[暂无],拼音暂无(IPA暂无),商榻片,青浦·商榻,雪米村民俗志,TRUE,qingpu,qingpu_shangta
搬起石头压自脚(搬起石頭壓自腳),搬起石頭壓自腳,本来是想做损害他人利益的事情，却不料最终损害到自己身上。（本來是想做損害他人利益的事情，卻不料最終損害到自己身上。）,[暂无],拼音暂无(IPA暂无),商榻片,青浦·商榻,雪米村民俗志,TRUE,qingpu,qingpu_shangta
搬嘴舌(搬嘴舌),搬嘴什,搬弄是非挑起矛盾的俗称。（搬弄是非挑起矛盾的俗稱。）,[暂无],拼音暂无(IPA暂无),商榻片,青浦·商榻,雪米村民俗志,TRUE,qingpu,qingpu_shangta
板板六十四，单想脱裤子(板板六十四，單想脫褲子),板板六十四，單想脫褲子,"当地人对表面上装得十分严肃,暗地里却经常与其他男人发生不正当男女关系的女人的一种讥称。板,严肃的意思。（當地人對表面上裝得十分嚴肅,暗地裏卻經常與其他男人發生不正當男女關係的女人的一種譏稱。板,嚴肅的意思。）",[暂无],拼音暂无(IPA暂无),商榻片,青浦·商榻,雪米村民俗志,TRUE,qingpu,qingpu_shangta
板眼其数(板眼其數),板眼其數,肯定、一定的意思。（肯定、一定的意思。）,[暂无],拼音暂无(IPA暂无),商榻片,青浦·商榻,雪米村民俗志,TRUE,qingpu,qingpu_shangta
半吊子(半吊子),半吊子,对某些事物知道一点但又不全懂行的人的一种称谓。当地以前的方孔铜钱一吊为五百个，半吊就是二百五十个，所以半吊子又是“二百五”的另一种称呼。（對某些事物知道一點但又不全懂行的人的一種稱謂。當地以前的方孔銅錢一吊爲五百個，半吊就是二百五十個，所以半吊子又是“二百五”的另一種稱呼。）,[暂无],拼音暂无(IPA暂无),商榻片,青浦·商榻,雪米村民俗志,TRUE,qingpu,qingpu_shangta
半瓶子醋(半瓶子醋),半瓶子醋,此句专指那些稍微知道一些就哇啦哇啦乱讲的人。（此句專指那些稍微知道一些就哇啦哇啦亂講的人。）,[暂无],拼音暂无(IPA暂无),商榻片,青浦·商榻,雪米村民俗志,TRUE,qingpu,qingpu_shangta
半子之靠(半子之靠),半子之靠,"当地风俗是“嫁出女儿泼出水”，所以养老送终基本上都依靠儿子。实在没有儿子的,就得依靠女婿，所以女婿是半子之靠。（當地風俗是“嫁出女兒潑出水”，所以養老送終基本上都依靠兒子。實在沒有兒子的,就得依靠女婿，所以女婿是半子之靠。）",[暂无],拼音暂无(IPA暂无),商榻片,青浦·商榻,雪米村民俗志,TRUE,qingpu,qingpu_shangta
帮夫运(幫夫運),幫夫運,"当地人的一种迷信说法,说是有些女人嫁到男家后使男家的家道兴旺发达的就是该女人有“帮夫运”。运,命运。（當地人的一種迷信說法,說是有些女人嫁到男家後使男家的家道興旺發達的就是該女人有“幫夫運”。運,命運。）",[暂无],拼音暂无(IPA暂无),商榻片,青浦·商榻,雪米村民俗志,TRUE,qingpu,qingpu_shangta
绑票(綁票),綁票,当地的有钱人在上世纪50年代以前经常会碰到的事情。富户的主人被人抓走，然后被索要赎金。（當地的有錢人在上世紀50年代以前經常會碰到的事情。富戶的主人被人抓走，然後被索要贖金。）,[暂无],拼音暂无(IPA暂无),商榻片,青浦·商榻,雪米村民俗志,TRUE,qingpu,qingpu_shangta
饱汉勿知饿汉饥(飽漢勿知餓漢饑),飽漢不知餓漢饑,各人所处的环境不同，说话的口气也各不相同。（各人所處的環境不同，說話的口氣也各不相同。）,[暂无],拼音暂无(IPA暂无),商榻片,青浦·商榻,雪米村民俗志,TRUE,qingpu,qingpu_shangta
保大洋(保大洋),保大洋,对于某件买卖能做到百分之百地赚钱的一种通俗说法。（對於某件買賣能做到百分之百地賺錢的一種通俗說法。）,[暂无],拼音暂无(IPA暂无),商榻片,青浦·商榻,雪米村民俗志,TRUE,qingpu,qingpu_shangta
孛相(孛相),白相,休息、玩（休息、玩）,[暂无],拼音暂无(IPA暂无),商榻片,青浦·商榻,青浦商榻志,TRUE,qingpu,qingpu_shangta
孛相人(孛相人),白相人,不劳动的人的称谓。如果作动词用，则是玩弄他人的行为的另一种说法。（不勞動的人的稱謂。如果作動詞用，則是玩弄他人的行爲的另一種說法。）,[暂无],拼音暂无(IPA暂无),商榻片,青浦·商榻,雪米村民俗志,TRUE,qingpu,qingpu_shangta
背著大人说老经(背著大人說老經),背著大人說老經,有的人吹牛说大话，旁人就以此话讥讽他。（有的人吹牛說大話，旁人就以此話譏諷他。）,[暂无],拼音暂无(IPA暂无),商榻片,青浦·商榻,雪米村民俗志,TRUE,qingpu,qingpu_shangta
步弓(步弓),步弓,"丈量土地的一种工具,—般只有一米和二米的两种。（丈量土地的一種工具,—般只有一米和二米的兩種。）",[暂无],拼音暂无(IPA暂无),商榻片,青浦·商榻,雪米村民俗志,TRUE,qingpu,qingpu_shangta
擦边球(擦邊球),擦邊球,钻政策空子的通俗说法。（鑽政策空子的通俗說法。）,[暂无],拼音暂无(IPA暂无),商榻片,青浦·商榻,雪米村民俗志,TRUE,qingpu,qingpu_shangta
财多招忌损人苗(財多招忌損人苗),財多招忌損人苗,"特别有钱的人家往往子孙后代不兴旺，当地人认为这都是招人妒忌的后果。所以开明的富人经常会做些修桥铺路的善事,以求得子孙的兴旺。（特別有錢的人家往往子孫後代不興旺，當地人認爲這都是招人妒忌的後果。所以開明的富人經常會做些修橋鋪路的善事,以求得子孫的興旺。）",[暂无],拼音暂无(IPA暂无),商榻片,青浦·商榻,雪米村民俗志,TRUE,qingpu,qingpu_shangta
叉头胫(叉頭脛),叉頭脛,利用手中掌握的权力刁难他人。（利用手中掌握的權力刁難他人。）,[暂无],拼音暂无(IPA暂无),商榻片,青浦·商榻,雪米村民俗志,TRUE,qingpu,qingpu_shangta
插挡(插擋),插擋,不按顺序排队，违规从中间挤进。（不按順序排隊，違規從中間擠進。）,[暂无],拼音暂无(IPA暂无),商榻片,青浦·商榻,雪米村民俗志,TRUE,qingpu,qingpu_shangta
插蜡烛(插蠟燭),插蠟燭,当地人对于机器出故障的俗称，有时也用于人生病时的比喻。（當地人對於機器出故障的俗稱，有時也用於人生病時的比喻。）,[暂无],拼音暂无(IPA暂无),商榻片,青浦·商榻,雪米村民俗志,TRUE,qingpu,qingpu_shangta
差头(差頭),差頭,对计程车的俗称。（對計程車的俗稱。）,[暂无],拼音暂无(IPA暂无),商榻片,青浦·商榻,雪米村民俗志,TRUE,qingpu,qingpu_shangta
拆穿西洋镜(拆穿西洋鏡),拆穿西洋鏡,西洋镜，一种匣子里放著西洋画片，透过放大镜可以看见匣子里的画片。如果拆穿了，里边骗人的拙劣可笑的伪装将一览无遗。此句意思为知道了真相。（西洋鏡，一種匣子裏放著西洋畫片，透過放大鏡可以看見匣子裏的畫片。如果拆穿了，裏邊騙人的拙劣可笑的偽裝將一覽無遺。此句意思爲知道了真相。）,[暂无],拼音暂无(IPA暂无),商榻片,青浦·商榻,雪米村民俗志,TRUE,qingpu,qingpu_shangta
拆东墙补西墙(拆東牆補西牆),拆東牆補西牆,为了救急而采取的临时性救援措施。（爲了救急而採取的臨時性救援措施。）,[暂无],拼音暂无(IPA暂无),商榻片,青浦·商榻,雪米村民俗志,TRUE,qingpu,qingpu_shangta
拆烂恶(拆爛惡),拆爛污,做事情不考虑后果。（做事情不考慮後果。）,[暂无],拼音暂无(IPA暂无),商榻片,青浦·商榻,雪米村民俗志,TRUE,qingpu,qingpu_shangta
拆棚脚(拆棚腳),拆棚腳,对于帮倒忙的行为的一种说法。（對於幫倒忙的行爲的一種說法。）,[暂无],拼音暂无(IPA暂无),商榻片,青浦·商榻,雪米村民俗志,TRUE,qingpu,qingpu_shangta
拆蚀(拆蝕),拆蝕,语气词，通常都是在赴宴之后对主人临别时的客套语，意为让你破费了。（語氣詞，通常都是在赴宴之後對主人臨別時的客套語，意爲讓你破費了。）,[暂无],拼音暂无(IPA暂无),商榻片,青浦·商榻,雪米村民俗志,TRUE,qingpu,qingpu_shangta
拆天缺只长扶梯(拆天缺隻長扶梯),拆天缺只長扶梯,对于十分顽皮淘气的孩子的行为的一种形容词。（對於十分頑皮淘氣的孩子的行爲的一種形容詞。）,[暂无],拼音暂无(IPA暂无),商榻片,青浦·商榻,雪米村民俗志,TRUE,qingpu,qingpu_shangta
朝北躺(朝北躺),朝北躺,当地人对于死亡的隐喻语。（當地人對於死亡的隱喻語。）,[暂无],拼音暂无(IPA暂无),商榻片,青浦·商榻,雪米村民俗志,TRUE,qingpu,qingpu_shangta
吃得菜根成得人(吃得菜根成得人),吃得菜根成得人,这句与“吃得苦中苦，方为人上人”句同义。（這句與“吃得苦中苦，方爲人上人”句同義。）,[暂无],拼音暂无(IPA暂无),商榻片,青浦·商榻,雪米村民俗志,TRUE,qingpu,qingpu_shangta
吃豆腐(吃豆腐),吃豆腐,"作名词用则是奔丧的意思,作动词用则是占他人（尤其是女人）的便宜的意思。（作名詞用則是奔喪的意思,作動詞用則是占他人（尤其是女人）的便宜的意思。）",[暂无],拼音暂无(IPA暂无),商榻片,青浦·商榻,雪米村民俗志,TRUE,qingpu,qingpu_shangta
吃搁头(吃擱頭),吃角頭,两边不讨好，被两边的人埋怨。（兩邊不討好，被兩邊的人埋怨。）,[暂无],拼音暂无(IPA暂无),商榻片,青浦·商榻,雪米村民俗志,TRUE,qingpu,qingpu_shangta
吃进(吃進),吃進,对于无法逃避的现实无可奈何地接受下来。（對於無法逃避的現實無可奈何地接受下來。）,[暂无],拼音暂无(IPA暂无),商榻片,青浦·商榻,雪米村民俗志,TRUE,qingpu,qingpu_shangta
吃开口饭(吃開口飯),吃開口飯,靠嘴巴的能说会道而赚得利润的职业。（靠嘴巴的能說會道而賺得利潤的職業。）,[暂无],拼音暂无(IPA暂无),商榻片,青浦·商榻,雪米村民俗志,TRUE,qingpu,qingpu_shangta
吃扛醵(吃扛醵),吃共醵,当地村民在90年代以前经常会做的事情:大伙儿合起伙来大鱼大肉地猛吃一顿，最后所有的开销每人平均分摊。（當地村民在90年代以前經常會做的事情:大夥兒合起夥來大魚大肉地猛吃一頓，最後所有的開銷每人平均分攤。）,[暂无],拼音暂无(IPA暂无),商榻片,青浦·商榻,雪米村民俗志,TRUE,qingpu,qingpu_shangta
吃空心汤团(吃空心湯糰),吃空心湯糰, 满怀希望地去干一件事，结果却是一场空。另一层意思是，得到了他人的承诺，结果却是不能兑现。（滿懷希望地去幹一件事，結果卻是一場空。另一層意思是，得到了他人的承諾，結果卻是不能兌現。）,[暂无],拼音暂无(IPA暂无),商榻片,青浦·商榻,雪米村民俗志,TRUE,qingpu,qingpu_shangta
吃路清(吃路清),吃路清,对某些事情分析得很透彻，而且又很客观。（對某些事情分析得很透徹，而且又很客觀。）,[暂无],拼音暂无(IPA暂无),商榻片,青浦·商榻,雪米村民俗志,TRUE,qingpu,qingpu_shangta
吃卯寅粮(吃卯寅糧),吃卯寅糧,意为前吃后空，提前支取。（意爲前吃後空，提前支取。）,[暂无],拼音暂无(IPA暂无),商榻片,青浦·商榻,雪米村民俗志,TRUE,qingpu,qingpu_shangta
吃墨水(吃墨水),吃墨水,对读书人的谐称。（對讀書人的諧稱。）,[暂无],拼音暂无(IPA暂无),商榻片,青浦·商榻,雪米村民俗志,TRUE,qingpu,qingpu_shangta
吃排头(吃排頭),吃排頭,挨打或挨训斥的代词。（挨打或挨訓斥的代詞。）,[暂无],拼音暂无(IPA暂无),商榻片,青浦·商榻,雪米村民俗志,TRUE,qingpu,qingpu_shangta
吃软饭(吃軟飯),吃軟飯,依靠女人过日子的男人的行为。（依靠女人過日子的男人的行爲。）,[暂无],拼音暂无(IPA暂无),商榻片,青浦·商榻,雪米村民俗志,TRUE,qingpu,qingpu_shangta
吃杀馒头勿当顿(吃殺饅頭勿當頓),吃煞饅頭不當頓,"当地人的主食是大米饭,面粉只作为辅粮，故有此说。（當地人的主食是大米飯,麵粉只作爲輔糧，故有此說。）",[暂无],拼音暂无(IPA暂无),商榻片,青浦·商榻,雪米村民俗志,TRUE,qingpu,qingpu_shangta
吃生活(吃生活),吃生活,挨打的代用词。（挨打的代用詞。）,[暂无],拼音暂无(IPA暂无),商榻片,青浦·商榻,雪米村民俗志,TRUE,qingpu,qingpu_shangta
吃勿消(吃勿消),吃不消,心理或生理上所承受的重压超过了极限。（心理或生理上所承受的重壓超過了極限。）,[暂无],拼音暂无(IPA暂无),商榻片,青浦·商榻,雪米村民俗志,TRUE,qingpu,qingpu_shangta
吃信(吃信),吃信,将他人托自己传递的话忘记掉了。（將他人托自己傳遞的話忘記掉了。）,[暂无],拼音暂无(IPA暂无),商榻片,青浦·商榻,雪米村民俗志,TRUE,qingpu,qingpu_shangta
吃烟(吃煙),吃煙,干活累了，坐下休息一会儿（幹活累了，坐下休息一會兒）,[暂无],拼音暂无(IPA暂无),商榻片,青浦·商榻,青浦商榻志,TRUE,qingpu,qingpu_shangta
吃著萝卜吃热茶，气得医生满街爬(吃著蘿蔔吃熱茶，氣得醫生滿街爬),吃了蘿蔔喝熱茶，氣得醫生滿街爬,吃萝卜与喝茶都是对人体有益食疗习惯。吃萝卜干与喝茶水是当地的一大特色。（吃蘿蔔與喝茶都是對人體有益食療習慣。吃蘿蔔幹與喝茶水是當地的一大特色。）,[暂无],拼音暂无(IPA暂无),商榻片,青浦·商榻,雪米村民俗志,TRUE,qingpu,qingpu_shangta
吃著新鲜饭，放隔宿屁(吃著新鮮飯，放隔宿屁),吃著新鮮飯，放隔宿屁,事情已经过去很久了还在提起。通常是对某些讲著不合时宜的话的人的抢白之句。（事情已經過去很久了還在提起。通常是對某些講著不合時宜的話的人的搶白之句。）,[暂无],拼音暂无(IPA暂无),商榻片,青浦·商榻,雪米村民俗志,TRUE,qingpu,qingpu_shangta
痴子(癡子),癡子,当地人对于精神病患者的俗称。（當地人對於精神病患者的俗稱。）,[暂无],拼音暂无(IPA暂无),商榻片,青浦·商榻,雪米村民俗志,TRUE,qingpu,qingpu_shangta
尺梢(尺梢),尺梢,丈量深浅度时露出的尺子的末梢。此句常用于指某人的胸怀城府的深浅程度。（丈量深淺度時露出的尺子的末梢。此句常用於指某人的胸懷城府的深淺程度。）,[暂无],拼音暂无(IPA暂无),商榻片,青浦·商榻,雪米村民俗志,TRUE,qingpu,qingpu_shangta
冲头(沖頭),沖頭,"又称葱头。冲在最前面的往往最先被消灭。又一种解释是葱头十分的鲜嫩,用刀切起来很方便。（又稱蔥頭。沖在最前面的往往最先被消滅。又一種解釋是蔥頭十分的鮮嫩,用刀切起來很方便。）",[暂无],拼音暂无(IPA暂无),商榻片,青浦·商榻,雪米村民俗志,TRUE,qingpu,qingpu_shangta
抽金线路(抽金綫路),霍閃（險）、抽金綫路,闪电（閃電）,[暂无],拼音暂无(IPA暂无),商榻片,青浦·商榻,青浦商榻志,TRUE,qingpu,qingpu_shangta
出贰头(出貳頭),出貳頭,古代犯了死罪的人被执行时都用大刀砍头。此句的言下之意就是曾经被砍过头的人。（古代犯了死罪的人被執行時都用大刀砍頭。此句的言下之意就是曾經被砍過頭的人。）,[暂无],拼音暂无(IPA暂无),商榻片,青浦·商榻,雪米村民俗志,TRUE,qingpu,qingpu_shangta
出风头(出風頭),出風頭,在人群前满足虚荣心的行为。（在人群前滿足虛榮心的行爲。）,[暂无],拼音暂无(IPA暂无),商榻片,青浦·商榻,雪米村民俗志,TRUE,qingpu,qingpu_shangta
出棺材(出棺材),出棺材,"骂人语。通常都是关系较亲密的人之间的用语，骂者无恶意,听者不生气。（罵人語。通常都是關係較親密的人之間的用語，罵者無惡意,聽者不生氣。）",[暂无],拼音暂无(IPA暂无),商榻片,青浦·商榻,雪米村民俗志,TRUE,qingpu,qingpu_shangta
出火(出火),出火,发怒的别称。（發怒的別稱。）,[暂无],拼音暂无(IPA暂无),商榻片,青浦·商榻,雪米村民俗志,TRUE,qingpu,qingpu_shangta
出嫁、做新妇(出嫁、做新婦),出嫁、做新婦,姑娘结婚（姑娘結婚）,[暂无],拼音暂无(IPA暂无),商榻片,青浦·商榻,青浦商榻志,TRUE,qingpu,qingpu_shangta
出了皮(出了皮),出了皮,无端地干扰他人的行为。（無端地干擾他人的行爲。）,[暂无],拼音暂无(IPA暂无),商榻片,青浦·商榻,雪米村民俗志,TRUE,qingpu,qingpu_shangta
出冷头(出冷頭),出冷頭,活人的头都是热的，“冷头”代表死尸。这种骂人语大多是妻子生气时骂丈夫的。（活人的頭都是熱的，“冷頭”代表死屍。這種罵人語大多是妻子生氣時罵丈夫的。）,[暂无],拼音暂无(IPA暂无),商榻片,青浦·商榻,雪米村民俗志,TRUE,qingpu,qingpu_shangta
出纰漏(出紕漏),出紕漏,事情出现了不妙的局面。（事情出現了不妙的局面。）,[暂无],拼音暂无(IPA暂无),商榻片,青浦·商榻,雪米村民俗志,TRUE,qingpu,qingpu_shangta
出日(出日),出日,进出家门口的必经之地。日字在此应按俗音读成“捏”。（進出家門口的必經之地。日字在此應按俗音讀成“捏”。）,[暂无],拼音暂无(IPA暂无),商榻片,青浦·商榻,雪米村民俗志,TRUE,qingpu,qingpu_shangta
出痧子(出痧子),出痧子,从前的小孩子差不多人人会得的一种病，但得过以后就从此对此病有免疫力。（從前的小孩子差不多人人會得的一種病，但得過以後就從此對此病有免疫力。）,[暂无],拼音暂无(IPA暂无),商榻片,青浦·商榻,雪米村民俗志,TRUE,qingpu,qingpu_shangta
出送(出送),出松,走的代用词。（走的代用詞。）,[暂无],拼音暂无(IPA暂无),商榻片,青浦·商榻,雪米村民俗志,TRUE,qingpu,qingpu_shangta
出头椽子先烂脱(出頭椽子先爛脫),出頭椽子先爛忒,随便什么事都喜欢抢在前面的人，往往会遭他人的嫉恨。和“木秀于林，风必摧之”“枪打出头鸟”等语意同。（隨便什麼事都喜歡搶在前面的人，往往會遭他人的嫉恨。和“木秀於林，風必摧之”“槍打出頭鳥”等語意同。）,[暂无],拼音暂无(IPA暂无),商榻片,青浦·商榻,雪米村民俗志,TRUE,qingpu,qingpu_shangta
出塮(出塮),出塮, 把畜禽的粪便挑出去的俗称。（把畜禽的糞便挑出去的俗稱。）,[暂无],拼音暂无(IPA暂无),商榻片,青浦·商榻,雪米村民俗志,TRUE,qingpu,qingpu_shangta
出窑(出窯),出窯,将已经烧制好的砖瓦从窑中搬出来的行为。（將已經燒制好的磚瓦從窯中搬出來的行爲。）,[暂无],拼音暂无(IPA暂无),商榻片,青浦·商榻,雪米村民俗志,TRUE,qingpu,qingpu_shangta
出猪猡(出豬玀),出豬玀,当地人以前的时候把销售家养的肉猪称为“出猪猡”，而如果出售母猪或乳猪的行为则称为卖猪猡。（當地人以前的時候把銷售家養的肉豬稱爲“出豬玀”，而如果出售母豬或乳豬的行爲則稱爲賣豬玀。）,[暂无],拼音暂无(IPA暂无),商榻片,青浦·商榻,雪米村民俗志,TRUE,qingpu,qingpu_shangta
船侧橹前屋侧东(船側櫓前屋側東),船側櫓前屋側東,"如果打造好的船向橹前（右侧）倾斜，造好房子向东倾斜,都是属于比较顺的不足之处。（如果打造好的船向櫓前（右側）傾斜，造好房子向東傾斜,都是屬於比較順的不足之處。）",[暂无],拼音暂无(IPA暂无),商榻片,青浦·商榻,雪米村民俗志,TRUE,qingpu,qingpu_shangta
船到桥洞自直来(船到橋洞自直來),船到橋洞自直來,"对于以后的事情很难预料，也就是走一步看一步，不要思虑得太多,总会有解决问题的办法的意思。（對於以後的事情很難預料，也就是走一步看一步，不要思慮得太多,總會有解決問題的辦法的意思。）",[暂无],拼音暂无(IPA暂无),商榻片,青浦·商榻,雪米村民俗志,TRUE,qingpu,qingpu_shangta
船纪(船紀),船紀,卖船与买船的中间介绍人。（賣船與買船的中間介紹人。）,[暂无],拼音暂无(IPA暂无),商榻片,青浦·商榻,雪米村民俗志,TRUE,qingpu,qingpu_shangta
吹牛皮(吹牛皮),吹牛皮,当地人对于说大话者的贬称。（當地人對於說大話者的貶稱。）,[暂无],拼音暂无(IPA暂无),商榻片,青浦·商榻,雪米村民俗志,TRUE,qingpu,qingpu_shangta
吹牛勿上税(吹牛勿上稅),吹牛不上稅,形容某些说大话的人的行为。（形容某些說大話的人的行爲。）,[暂无],拼音暂无(IPA暂无),商榻片,青浦·商榻,雪米村民俗志,TRUE,qingpu,qingpu_shangta
雌扑雄(雌撲雄),雌撲雄,原意是动物中的雌性跨到雄性的背上。后引申到某些有女性特征但实际却是男性的人上。（原意是動物中的雌性跨到雄性的背上。後引申到某些有女性特徵但實際卻是男性的人上。）,[暂无],拼音暂无(IPA暂无),商榻片,青浦·商榻,雪米村民俗志,TRUE,qingpu,qingpu_shangta
雌乌龟咬人烂到骨(雌烏龜咬人爛到骨),雌烏龜咬人爛到骨,此句通常是指某些有不正当男女关系的人之间女方突然翻脸说男方强奸她，此时的男方将百口莫辩，十分难堪。（此句通常是指某些有不正當男女關係的人之間女方突然翻臉說男方強姦她，此時的男方將百口莫辯，十分難堪。）,[暂无],拼音暂无(IPA暂无),商榻片,青浦·商榻,雪米村民俗志,TRUE,qingpu,qingpu_shangta
刺米虫(刺米蟲),刺米蟲,经常惹是生非的人。（經常惹是生非的人。）,[暂无],拼音暂无(IPA暂无),商榻片,青浦·商榻,雪米村民俗志,TRUE,qingpu,qingpu_shangta
粗货拉之(粗貨拉之),粗貨拉之,不够细腻，十分粗俗的行为、语言及物质的统称。（不夠細膩，十分粗俗的行爲、語言及物質的統稱。）,[暂无],拼音暂无(IPA暂无),商榻片,青浦·商榻,雪米村民俗志,TRUE,qingpu,qingpu_shangta
促寿短命(促壽短命),促壽短命,当地的一句骂人话，通常都是针对某些人干了伤天害理的缺德事时所说。（當地的一句罵人話，通常都是針對某些人幹了傷天害理的缺德事時所說。）,[暂无],拼音暂无(IPA暂无),商榻片,青浦·商榻,雪米村民俗志,TRUE,qingpu,qingpu_shangta
催工勿催饭，拆恶勿好喊(催工勿催飯，拆惡勿好喊),催工不催飯，拆污（拉屎）不能喊,"当地人的习惯是，干活时可以说大家加油干、快点干,但吃饭的时候却不能在旁边要求大家快点吃。而人在大便的时候更不能喊其快些拉屎。（當地人的習慣是，幹活時可以說大家加油幹、快點幹,但吃飯的時候卻不能在旁邊要求大家快點吃。而人在大便的時候更不能喊其快些拉屎。）",[暂无],拼音暂无(IPA暂无),商榻片,青浦·商榻,雪米村民俗志,TRUE,qingpu,qingpu_shangta
村疰(村疰),村疰,与北方人说的“滚刀肉”意同。属地痞一类的人。（與北方人說的“滾刀肉”意同。屬地痞一類的人。）,[暂无],拼音暂无(IPA暂无),商榻片,青浦·商榻,雪米村民俗志,TRUE,qingpu,qingpu_shangta
搭讪头(搭訕頭),搭訕頭,勾引他人的别称。（勾引他人的別稱。）,[暂无],拼音暂无(IPA暂无),商榻片,青浦·商榻,雪米村民俗志,TRUE,qingpu,qingpu_shangta
打抱勿平(打抱勿平),打抱不平,仗义站出来说公道话或用力量帮助弱小者。（仗義站出來說公道話或用力量幫助弱小者。）,[暂无],拼音暂无(IPA暂无),商榻片,青浦·商榻,雪米村民俗志,TRUE,qingpu,qingpu_shangta
打簸箕(打簸箕),打簸箕,"挑拨离间,破坏他人好事的行为。（挑撥離間,破壞他人好事的行爲。）",[暂无],拼音暂无(IPA暂无),商榻片,青浦·商榻,雪米村民俗志,TRUE,qingpu,qingpu_shangta
打船(打船),打船,起新造一艘船。（起新造一艘船。）,[暂无],拼音暂无(IPA暂无),商榻片,青浦·商榻,雪米村民俗志,TRUE,qingpu,qingpu_shangta
打弹子(打彈子),打彈子,孩子们玩的一种抛掷玻璃球的游戏。（孩子們玩的一種拋擲玻璃球的遊戲。）,[暂无],拼音暂无(IPA暂无),商榻片,青浦·商榻,雪米村民俗志,TRUE,qingpu,qingpu_shangta
打掉(打掉),打掉,当地人对于人工流产或引产的俗称。（當地人對於人工流產或引產的俗稱。）,[暂无],拼音暂无(IPA暂无),商榻片,青浦·商榻,雪米村民俗志,TRUE,qingpu,qingpu_shangta
打掉牙齿往肚里咽(打掉牙齒往肚裏咽),打掉牙齒往肚裏咽,吃哑巴亏的通俗说法。（吃啞巴虧的通俗說法。）,[暂无],拼音暂无(IPA暂无),商榻片,青浦·商榻,雪米村民俗志,TRUE,qingpu,qingpu_shangta
